"","DE121585","DD666324","DK236561","DL420883","DI604214","DG151499","DN551149","DI219142","DE148030","DD137308","DE33041","DG675400","DJ524219","DD775238","DJ571069","DF693643","DF356139","DG573223","DF667196","DH192564","DK345723","DC487496","DE790716","DH326842","DD302238","DJ680416","DD292622","DI526918","DF236523","DF410805","DC1001072","DI501887","DG198945","DE768203","DD169752","DK349491","DG169386","DI766571","DK290595","DJ621723","DG565717","DI562860","DM655139","DC976049","DD542388","DH593477","DG95308","DG308567","DI268629","DD569002","DK507903","DE900292","DG643291","DK514402","DJ566908","DE71196","DN317582","DC458543","DC490110","DF589690","DC209201","DF202697","DF507104","DC835086","DC1088870","DH440994","DC442843","DD448498","DM158949","DF620972","DH415749","DN223611","DC975557","DG532566","DI242325","DG677061","DD718178","DF957020","DG426674","EC65329","DM286175","DI627010","DN326940","DD231075","DD307262","DE150446","DI469398","DC944980","DG775811","DJ675553","DM40093","DD936151","DL338110","DJ647933","DC140316","DE93569","DD746791","DM357532","DC452597","DG773026","DL486559","DC1003951","DM400049","DH249633","DD285767","DC407209","DE628260","DL325038","DM420039","DF509595","DI220395","DD868417","DG620937","DD775614","DD920810","DE27580","DG693433","DJ413342","DN330478","DN189075","DI318022","DF244378","DN516757","DJ274058","DM170580","DM197772","DC958455","DM538313","DJ388781","DM421938","DH541143","DF57745","DL266856","DG426376","DD58369","DN463551","DG416033","DF729285","DD25854","DJ579335","DJ471725","DF838351","DH88862","DF512588","DG635244","DK134061","DE373278","DD232009","DC431456","DJ630150","DD632103","DE775962","DH392200","DC932204","DN597524","DC591467","DH569111","DL211062","DJ617152","DC503616","DF494794","DL99460","DF732650","DD615415","DH121678","DL395726","DH516419","DJ832080","DN139678","DL312084","DJ592025","DC987208","DF603055","DG188200","DD703842","DG753811","DF192597","DD479278","DH409800","DJ61317","DL70734","DM329894","DF320948","DC129643","DN138088","DH536529","DN397327","DJ691961","DC181443","DE405020","DH534353","DC278271","DM717800","DC730275","DM441515","DI830219","DD972486","DG538655","DC767834","DI480940","DM485990","DD18425","DF598062","DC64633","DE368494","DG438788","DG678340","DE560017","DG745692","DJ662483","DC623791","DH9111","DE609871","DF739774","DN349507","DF315280","DE13426","DE726785","DN214416","DF563133","DJ225975","DG706795","DC473336","DI616255","DJ725290","DN148528","DL462351","DE580216","DF9662","DN536903","DD40475","DH445187","DD169753","DD628223","DG115951","DG692733","DC715021","DK244965","DN274152","DI390649","DK10150","DC593177"
"B050",0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,0,0,2,0,0,2,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,2,0,2,0,2,0,0,2,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,2,0,2,0,0,0,0,2,0,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,2,0,0,2,0,0,2,0,0,0,2,0,0,2,2,0,2,0,0,0,2,0,0
"B051",2,2,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,2,2,0,2,0,2,2,2,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,2,0,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,2,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,2,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,2,0,0,2,0,0,2,0,0,0,2,0,0,2,2,0,2,0,0,0,2,0,0
"B052",2,2,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,2,0,2,0,2,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,2,2,2,2,0,0,2,2,2,0,0,0,2,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,2,2,0,0,2,2,2,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,2,0,2,0,0,2,0,0,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,2,0,0
"B053",0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,0,0,2,2,0,2,2,0,0,0,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,2,2,0,2,0,2,0,0,0,0,0,2,0,2,2,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,2,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,2,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,2,0,0,2,2,0,0,2,0,0,2,2,0,0,0,0,0
"B054",0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,2,0,0,0,2,0,2,0,0,0
"B055",0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
"B056",2,2,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,2,0,2,0,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,2,2,2,2,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,2,2,0,0,2,2,2,0,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,2,0,0,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,2,0,2,0,2,2,0,0,2,0,0
"B057",0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,2,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"B058",0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"B059",0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"B060",0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,2,0,2,0,0,2,2,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2
"B061",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2,2,0,0,2,0,0,2,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"B062",2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,2,0,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,2,0,0,0,0,0,2,0,0,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,2,0,0,0,2,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,2,2
"B063",0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,2,2,0,0,0,0,0,2,0,0,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,2,2,0,0,2,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,2,0,0,0,2,2
"B064",2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,2,0,0,0,0,2
"B065",0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,2,2,0,0,2,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,2,2,0,0,2,0,0,0,2,2
"B066",0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,2,0,0,0,0,0,2,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,2,0,0,0,2,2,2,2,0,2,0,0,2,2,0,0,2,0,2,2,2,2,0,0,2,0,0,2,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,2,2,0,0,2,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,2,0,0,2,0,0,0,0,2
"B067",0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,2,0,0,0,2,2,2,2,0,2,0,2,2,2,0,2,2,0,2,2,2,2,0,0,2,0,0,2,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,2,0,2,0,2,0,0,0,2,0,0,0,2,0,0,0,2,2,0,2,0,0,0,2,0,0,2,0,0,0,0,2
"B068",0,0,0,2,0,0,0,0,0,2,2,2,0,0,2,2,0,0,0,0,0,0,0,2,2,2,2,0,0,2,0,2,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,2,0,0,2,0,0,0,0,0,2,2,2,0,2,2,2,2,0,2,0,2,0,0,2,0,0,0,2,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0,2,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,2,0,0,2,2,0,0,0,0,2,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,0,2,2,0,2,0,0,0,0,2,0,0,2,2,2,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0
"B069",0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,2,2,2,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0
"B070",0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,2,0
"B071",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"B072",2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"B073",0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"B074",2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,2,2,2,0,0,2,0,0,0,2,0,0,0,2,2,2,0,2,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,2,0,0,0,0,2,2,0,0,2,0,0,2,2,0,2,2,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,2,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,2,2,0,0,2,0,0,0,0,2
"B075",0,2,2,2,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,2,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0
