METNo,Module,FLW,MAT,AHT,ATIL,PACP,NOPH,MC,Plot Yield,P&D,AYLD,Tons/ha,Set
MT4554,1,83,111,93,8.6,7,181,12.1,3046,,3164.9,4.3,8
MT4008,1,83,111,99.4,9.8,5,183,12.8,2870,,2925.95,3.98,8
MT4779,1,85,113,105.2,11,7,180,12.3,2789,,2907.33,3.95,8
MT4543,1,84,111,102.4,10.8,5,183,13.5,2531,,2559.63,3.48,8
MT4556,1,82,111,98.8,10.4,5,184,12.7,2921,,2965.15,4.03,8
MT4320,1,88,116,115.4,10,5,184,12.4,2669,,2718.66,3.69,8
MT4574,1,84,110,99.8,12.2,3,184,12.6,3093,,3143.35,4.27,8
MT4036,1,81,108,98,10.2,3,184,12.1,2765,,2826.09,3.84,8
MT4018,1,86,112,98,11.4,3,184,12.5,3239,,3295.49,4.48,8
MT4279,1,86,113,94.2,10,3,184,12.6,2529,,2570.17,3.49,8
MT4201,1,82,110,101,14.6,5,181,12.3,2170,,2249.57,3.06,8
MT4809,1,87,116,101.6,10,5,184,12.8,2930,,2970.88,4.04,8
MT4748,1,83,111,99.4,12.8,3,184,13,3156,,3192.7,4.34,8
MT4152,1,84,110,102,13.4,3,184,12.2,3270,,3338.44,4.54,8
MT4257,1,84,111,102.8,11.2,3,184,12.4,3181,,3240.18,4.4,8
MT4237,1,89,116,111.4,13,3,184,12.4,3280,,3341.02,4.54,8
MT4133,1,82,111,113,13.2,5,183,12.3,2818,,2889.41,3.93,8
MT4640,1,82,111,99.2,12.6,5,184,12.2,2708,,2764.68,3.76,8
MT4567,1,83,112,98.8,14.4,5,182,12.3,3139,,3236.23,4.4,8
MT4158,1,84,113,103.6,12.2,5,177,13.1,3125,,3282.58,4.46,8
MT4902,1,84,110,99.2,13.4,1,184,11.9,3230,,3308.87,4.5,8
MT4248,1,87,116,103.2,12.4,5,183,12.6,3005,,3070.61,4.17,8
MT4066,1,86,116,100,10.8,3,184,12.6,3052,,3101.68,4.21,8
MT4137,1,86,113,95.2,11.8,5,184,12.2,2260,,2307.3,3.13,8
MT4188,1,85,112,105.8,14.2,3,183,12.8,2958,,3015.66,4.1,8
MT4901,1,83,111,83.2,11,5,177,12.1,2749,,2920.85,3.97,8
MT4756,1,85,113,104.4,10.8,5,180,12.2,2892,,3018.14,4.1,8
MT4004,1,87,116,93.6,10.2,5,182,13.3,3173,,3233.98,4.39,8
MT4217,1,87,116,102.8,12.4,3,181,12.8,3388,,3492.21,4.74,8
MT4205,1,86,116,101.4,12.2,5,183,12.4,3007,,3079.68,4.18,8
MT4285,1,90,117,101.2,11.4,5,178,12.4,1524,,1604.68,2.18,8
MT4038,1,84,110,99.4,13.2,3,183,13.2,3497,,3548.82,4.82,8
MT4049,1,83,110,95.8,13.2,5,183,12.3,2950,,3024.75,4.11,8
MT4722,1,87,116,104.8,13,5,175,12.2,2559,,2746.92,3.73,8
MT4538,1,83,109,96,12.8,3,177,12.7,3070,,3239.65,4.4,8
MT4648,1,85,115,108,11,5,184,12.9,3298,,3340.18,4.54,8
MT4546,1,90,118,114,10.2,3,177,12.1,3430,,3644.43,4.95,8
MT4639,1,85,112,102.6,11.2,5,179,12.5,3594,,3758.83,5.11,8
MT4634,1,85,112,98.6,12.8,3,175,12.3,3292,,3529.72,4.8,8
MT4148,1,84,111,104.6,10.4,5,182,12,2952,,3053.85,4.15,8
MT4041,1,82,110,98.8,10.2,5,181,12.1,2801,,2910.33,3.95,8
MT4055,1,83,110,99.6,13.4,3,184,13,3113,,3149.2,4.28,8
MT4149,1,86,112,106.6,10.4,1,178,11.9,3018,,3195.91,4.34,8
MT4179,1,85,112,100.2,14.6,5,173,12.9,2903,,3127.08,4.25,8
MT4054,1,89,119,91.2,11.8,7,176,12.5,2371,,2522.01,3.43,8
MT4138,1,84,111,109.2,10.6,7,183,12.7,2484,,2535.33,3.44,8
MT4196,1,85,113,103.2,10.4,7,182,12.2,2937,,3031.42,4.12,8
MT4194,1,84,113,105.4,10,5,181,12.7,2729,,2816.17,3.83,8
MT4110,1,84,110,100,13.4,7,180,13,3070,,3174.71,4.31,8
MT4547,1,82,108,99,12,7,182,12.9,3283,,3361.53,4.57,8
MT4536,1,82,109,98.6,12.2,3,182,11.9,2953,,3058.35,4.16,8
MT4220,1,83,110,104.8,9.6,5,184,12,2945,,3013.49,4.09,8
MT4241,1,,,,,,,,,,,0,8
MT4904,1,89,115,101.2,11.6,3,184,12.7,2480,,2517.49,3.42,8
MT4297,1,89,115,105.6,12.2,1,184,12.4,3141,,3199.44,4.35,8
MT4276,1,90,115,105.8,10.2,3,182,12.6,2898,,2977.54,4.05,8
MT4209,1,83,111,118.2,10.2,5,181,12.2,2870,,2978.63,4.05,8
MT4075,1,85,116,102.8,12.8,5,180,12.7,1680,,1743.29,2.37,8
MT4249,1,86,114,97.6,13.2,5,183,12.8,3115,,3175.72,4.31,8
MT4053,1,89,117,91.8,13.2,7,184,13.6,2579,,2591,3.52,8
MT4161,1,86,119,106.4,12.4,5,184,12.9,2479,,2510.71,3.41,8
MT4234,1,90,119,100.2,11.6,3,184,12.4,2160,,2200.19,2.99,8
MT5211,1,81,109,102.2,13.6,5,184,12,2848,,2914.23,3.96,8
MT4650,1,84,113,102,11.8,7,181,13.3,2179,,2233.15,3.03,8
MT4289,1,90,117,108.6,14.2,1,184,12.3,3342,,3408.06,4.63,8
MT4087,1,88,118,92.6,17,5,183,12.4,1938,,1984.84,2.7,8
MT4088,1,88,118,93.8,13.2,5,183,13.1,2441,,2480.02,3.37,8
MT4324,1,87,114,95,12,5,183,12.8,2299,,2343.82,3.18,8
MT4566,1,93,119,102.8,12.2,5,181,12.5,2790,,2885.71,3.92,8
MT4171,1,84,111,110,9.6,5,182,11.9,3321,,3439.48,4.67,8
MT4095,1,84,113,101,12.8,7,182,12.2,2556,,2638.17,3.58,8
MT4213,1,87,121,105.6,11.8,3,184,13.7,3017,,3027.52,4.11,8
MT4154,1,91,122,105,11.6,3,184,13.5,2661,,2676.47,3.64,8
MT4195,1,84,111,105.2,13.6,3,183,12.1,3110,,3196.08,4.34,8
MT4017,1,90,120,98.8,10,7,,12.6,2865,,,0,8
MT4737,1,90,120,96.8,14.2,5,174,12.6,2931,,3149.9,4.28,8
MT4150,1,86,114,108,14,5,184,12.8,3005,,3046.93,4.14,8
MT4284,1,84,111,107.2,12,1,184,13.1,3868,,3908.48,5.31,8
MT4413,2,93,121,111.2,10,3,183,12.6,2677,,2735.45,3.72,8
MT4377,2,100,126,101.6,12.2,5,183,14.1,2725,,2736.7,3.72,8
MT4363,2,,,,,,,,,,,0,8
MT5211,2,83,112,97.8,9.8,5,178,12.5,2763,,2905.95,3.95,8
MT4471,2,94,123,98,9.8,5,184,15,2947,,2912.73,3.96,8
MT4398,2,94,121,104.8,11,1,181,14.4,3640,,3683.12,5,8
MT4886,2,90,118,98.4,13,3,184,14.1,3115,,3111.38,4.23,8
MT4447,2,91,120,105,10.8,3,184,13,3324,,3362.65,4.57,8
MT4414,2,93,121,93.6,9.2,5,183,14.2,3179,,3188.94,4.33,8
MT4489,2,91,119,92.4,9.6,5,179,13.2,2381,,2470.28,3.36,8
MT4494,2,87,117,109.4,12.6,7,182,12.6,2665,,2738.15,3.72,8
MT4841,2,89,118,105,13.8,1,184,12.6,3356,,3410.63,4.63,8
MT4818,2,89,118,101.6,10.2,3,184,13.3,3156,,3181.69,4.32,8
MT4327,2,89,118,95.6,8.8,5,183,12.9,2227,,2267.81,3.08,8
MT4457,2,89,117,102,10.2,5,182,13.2,2410,,2459.15,3.34,8
MT4807,2,86,112,95.6,11.6,3,184,12.5,3431,,3490.84,4.74,8
MT4829,2,90,118,99.6,10,5,184,13.4,2906,,2926.27,3.98,8
MT4879,2,89,118,95.2,10.4,5,184,13.9,2379,,2381.77,3.24,8
MT4874,2,89,119,101.2,13.2,5,184,14.2,2936,,2929.17,3.98,8
MT4390,2,90,121,92.8,12.2,5,183,14,2562,,2576,3.5,8
MT4902,2,83,110,101,10.8,1,184,12.9,2823,,2859.11,3.88,8
MT4488,2,91,119,97.6,8.2,5,184,13.4,2936,,2956.48,4.02,8
MT4817,2,86,113,98.8,9.4,3,184,12.8,3413,,3460.62,4.7,8
MT4444,2,90,118,106.6,10.4,3,180,13.7,2492,,2556.26,3.47,8
MT4830,2,87,113,98,8.2,3,183,12.1,3306,,3397.5,4.62,8
MT4509,2,90,119,95.8,9.4,5,180,12.6,1997,,2074.61,2.82,8
MT4835,2,92,120,105.8,12.6,5,184,12.7,2464,,2501.25,3.4,8
MT4353,2,90,118,111.6,12.8,3,184,13.8,3608,,3616.39,4.91,8
MT4479,2,86,117,108.6,10,5,184,13.1,2515,,2541.32,3.45,8
MT4904,2,,,,,,,,,,,0,8
MT4836,2,89,116,103.4,12,3,184,12.4,2553,,2600.5,3.53,8
MT4843,2,89,116,102,10.2,3,184,12.4,3315,,3376.67,4.59,8
MT4903,2,85,112,103.2,12.4,1,184,12.7,3384,,3435.15,4.67,8
MT4867,2,85,113,103.6,10.6,3,183,12.8,3278,,3341.9,4.54,8
MT4896,2,87,113,105,12.2,5,183,13,3000,,3051.47,4.15,8
MT4406,2,96,123,103.2,12.8,5,181,10.1,2915,,3097.7,4.21,8
MT4404,2,90,119,111.4,12.6,5,178,12.8,2530,,2651.77,3.6,8
MT4889,2,91,120,100.2,12.2,7,174,14.4,2563,,2697.69,3.67,8
MT4833,2,96,124,96.6,9.4,5,172,13.8,2643,,2833.97,3.85,8
MT4901,2,78,105,81.6,10.2,5,179,13.4,2605,,2696.45,3.66,8
MT4489,2,91,121,88,10.4,5,180,14.2,1826,,1862.24,2.53,8
MT4509,2,88,117,96.2,12,5,180,11.8,1814,,1901.75,2.58,8
MT4843,2,89,116,97.6,13.4,3,183,12.7,3409,,3479.44,4.73,8
MT4390,2,90,121,92.6,13.4,5,183,12.7,2525,,2577.17,3.5,8
MT4833,2,96,123,105,10.2,5,183,13.8,3338,,3364.05,4.57,8
MT4807,2,85,111,96.6,12.4,3,183,12.8,3089,,3149.22,4.28,8
MT4817,2,85,113,97,8,3,183,12.5,2896,,2962.61,4.03,8
MT4901,2,78,105,88.8,10,5,183,12.2,2910,,2987.14,4.06,8
MT4867,2,85,115,103.2,14.6,3,184,13.3,3190,,3215.97,4.37,8
MT4841,2,90,118,104.2,10.4,1,182,13,3133,,3204.26,4.35,8
MT4404,2,90,116,112,12.4,3,184,13.8,2720,,2726.33,3.7,8
MT4488,2,90,116,103.6,10.2,3,183,13.3,2966,,3006.48,4.08,8
MT4829,2,91,118,105.2,11.6,5,184,12.5,2918,,2968.9,4.03,8
MT4413,2,91,118,115.4,12.6,5,184,13.2,3158,,3187.38,4.33,8
MT4447,2,96,123,106,11.2,5,182,14.5,2417,,2429.35,3.3,8
MT4479,2,89,119,105.8,8.8,5,184,13.2,2944,,2971.39,4.04,8
MT4471,2,90,119,97,9.6,5,184,12.9,2444,,2475.26,3.36,8
MT4494,2,86,113,105.4,10.2,5,184,13.6,2765,,2777.86,3.77,8
MT4903,2,86,115,104.8,12,3,181,12.9,3032,,3121.68,4.24,8
MT4327,2,87,113,103.8,9.2,5,182,12.5,2542,,2614.76,3.55,8
MT4904,2,,,,,,,,,,,0,8
MT4414,2,94,121,91.4,11.4,3,168,14,2788,,3053.52,4.15,8
MT4874,2,93,121,94.6,12.2,5,162,14.6,3008,,3392.66,4.61,8
MT4835,2,93,120,99,11.2,5,175,12.8,2656,,2831.56,3.85,8
MT4457,2,,,,,,,,,,,0,8
MT4444,2,93,119,106.4,9.4,3,184,13.5,2204,,2216.81,3.01,8
MT4406,2,96,123,104.8,9.6,5,179,13.2,2992,,3104.19,4.22,8
MT4886,2,89,117,108.4,14.2,3,179,12.9,3711,,3863.45,5.25,8
MT4818,2,91,118,106.2,14.2,5,181,13.7,3483,,3553.08,4.83,8
MT4363,2,0,0,,,,,,,,,0,8
MT4830,2,90,119,100.2,9.8,1,178,15.2,2268,,2311.74,3.14,8
MT5211,2,82,112,107.4,13.2,5,183,14.1,3062,,3075.15,4.18,8
MT4889,2,93,122,111.4,9,7,177,15.9,3256,,3309.99,4.5,8
MT4353,2,92,120,119.8,13.4,1,184,14.3,3550,,3537.62,4.81,8
MT4879,2,96,124,102.6,13.4,5,165,13.6,2732,,3060.76,4.16,8
MT4377,2,96,123,104.6,13.2,5,181,13.4,2714,,2778.23,3.77,8
MT4836,2,90,116,102.8,9,3,183,12.9,2572,,2619.13,3.56,8
MT4398,2,94,119,106.2,11.6,1,183,13.8,2915,,2937.75,3.99,8
MT4902,2,85,112,101,9.6,1,176,12.3,2823,,3009.66,4.09,8
MT4896,2,87,113,102,11.8,5,184,13,2936,,2970.14,4.04,8
MT4205,1,87,117,111,17.4,3,184,11.7,2998,,3078.18,4.18,9
MT4566,1,88,118,110.4,16.2,3,184,14.8,4472,,4430.4,6.02,9
MT4574,1,83,113,110.4,19,5,184,12.1,4470,,4568.76,6.21,9
MT4017,1,87,117,102.6,10.4,3,184,13.3,3835,,3866.22,5.25,9
MT4756,1,84,114,103,13.8,5,184,15.5,3700,,3635.47,4.94,9
MT4320,1,89,119,112.2,13.8,5,184,12.8,4111,,4168.36,5.66,9
MT4075,1,84,114,108.4,16.8,5,184,11.8,2070,,2122.95,2.88,9
MT4904,1,86,116,103,16.4,,184,11.5,3800,,3910.47,5.31,9
MT4055,1,83,113,100.6,16.6,5,184,11.5,4078,,4196.55,5.7,9
MT4213,1,84,114,110.4,15,5,184,12.1,4152,,4243.73,5.77,9
MT4066,1,87,117,100.8,15.4,5,184,12.1,3103,,3171.55,4.31,9
MT4105,1,81,111,109.2,14.6,,184,11.6,3948,,4058.18,5.51,9
MT4536,1,81,111,95.8,15.2,5,184,11.9,3830,,3923.52,5.33,9
MT4038,1,82,112,100.8,14,5,184,12,4909,,5023.16,6.82,9
MT4036,1,79,109,97.6,13,5,184,11.2,4139,,4273.76,5.81,9
MT4324,1,86,116,97.4,14.8,5,184,11.6,2827,,2905.89,3.95,9
MT4748,1,81,111,99,17.6,5,184,12.3,4562,,4652.18,6.32,9
MT4180,1,83,113,100.6,16.4,5,184,11.9,3853,,3947.08,5.36,9
MT4554,1,81,111,97.8,12.2,3,184,12,4473,,4577.02,6.22,9
MT4622,1,84,114,106.2,16.4,3,184,10.9,4141,,4290.27,5.83,9
MT4553,1,85,115,118,13.2,5,184,13.3,4207,,4241.24,5.76,9
MT4206,1,85,115,99.2,15.4,5,184,12.4,4719,,4806.8,6.53,9
MT4008,1,83,113,96,13.4,3,184,11.7,4186,,4297.95,5.84,9
MT4639,1,78,108,93.8,14.6,5,184,10.7,4233,,4395.43,5.97,9
MT4094,1,84,114,100.8,15,3,184,12,3369,,3447.35,4.68,9
MT4217,1,85,115,108.2,14.2,5,184,13.4,3696,,3721.79,5.06,9
MT4640,1,81,111,102.8,17,5,184,12.1,2761,,2822,3.83,9
MT4161,1,88,118,119.8,15.2,5,,,,,,0,9
MT4154,1,88,118,117.8,16.2,5,184,11.8,3467,,3555.69,4.83,9
MT4146,1,89,119,125.2,14.8,5,184,12.4,2907,,2961.08,4.02,9
MT4049,1,82,112,103.2,18,7,184,11.1,3891,,4022.21,5.46,9
MT5211,1,77,107,101.8,20.8,,184,11.3,4026,,4152.4,5.64,9
MT4088,1,80,110,94.6,16,7,184,11.7,2689,,2760.92,3.75,9
MT4299,1,89,119,119,17.4,5,184,12.2,2954,,3015.83,4.1,9
MT4538,1,82,112,105,20.6,7,184,11.1,4059,,4195.87,5.7,9
MT4133,1,85,115,116.4,17.2,3,184,12.1,3124,,3193.02,4.34,9
MT4095,1,84,114,108.4,19,7,184,12.2,3721,,3798.88,5.16,9
MT4257,1,87,117,107.4,15.6,3,184,13.9,3125,,3128.63,4.25,9
MT4150,1,85,115,117,14.4,3,184,11.7,3910,,4014.57,5.45,9
MT4053,1,85,115,113.8,16.8,3,184,12.4,3326,,3387.88,4.6,9
MT4148,1,81,111,111.2,18.8,,184,11,4265,,4413.78,6,9
MT4018,1,86,116,101.4,18.2,3,184,11.6,4045,,4157.88,5.65,9
MT4722,1,85,115,104,13,7,184,13.1,2713,,2741.39,3.72,9
MT4285,1,87,117,102.6,15.8,3,184,12.1,2792,,2853.68,3.88,9
MT4237,1,84,114,117.2,14.8,5,184,12.4,3999,,4073.4,5.53,9
MT4903,1,83,113,107.2,17.2,,184,12.9,3517,,3561.98,4.84,9
MT4234,1,89,119,121,13.6,5,184,12.6,2802,,2847.61,3.87,9
MT4567,1,82,112,105,14.8,5,184,11.2,3912,,4039.37,5.49,9
MT4289,1,87,117,118,17.4,5,184,13.2,3265,,3295.37,4.48,9
MT4050,1,81,111,116.8,14.8,3,184,11.7,3735,,3834.89,5.21,9
MT4243,1,89,119,110.8,18,5,184,12.9,3659,,3705.8,5.04,9
MT4026,1,81,111,109.8,20.8,5,184,11.6,4093,,4207.22,5.72,9
MT4543,1,82,112,104.6,15.8,5,184,12.4,4017,,4091.73,5.56,9
MT4280,1,86,116,97.2,16.2,3,184,12.3,4198,,4280.98,5.82,9
MT4004,1,82,112,93.8,17.2,3,184,11.4,4303,,4433.09,6.02,9
MT4179,1,84,114,102.4,18.4,5,184,12,4613,,4720.28,6.41,9
MT4556,1,82,112,102.4,20,5,184,11.4,3686,,3797.44,5.16,9
MT4226,1,88,118,101.8,16,5,184,11.1,3061,,3164.22,4.3,9
MT4201,1,85,115,94.8,21.8,7,184,11.6,2582,,2654.06,3.61,9
MT4249,1,84,114,97,14,5,184,12.2,3935,,4017.36,5.46,9
MT4737,1,88,118,91.4,14.8,3,184,12,4148,,4244.47,5.77,9
MT4712,1,84,114,100.4,16.8,5,184,12.3,4722,,4815.34,6.54,9
MT4779,1,84,114,112.8,14.4,5,184,12.4,4472,,4555.2,6.19,9
MT4634,1,83,113,107,15.4,3,184,12.1,3945,,4032.16,5.48,9
MT4241,1,89,119,100.2,21.4,5,184,12.9,3751,,3798.98,5.16,9
MT4641,1,85,115,99.4,16.8,7,184,11.8,3355,,3440.83,4.68,9
MT4137,1,88,118,94.8,15.4,5,184,12.1,3345,,3418.9,4.65,9
MT4195,1,87,117,101.6,17.8,5,184,12.1,3351,,3425.03,4.65,9
MT4054,1,84,114,93.8,22.2,7,184,9.8,3443,,3611.15,4.91,9
MT4220,1,85,115,97.2,15.2,5,184,11.8,2934,,3009.06,4.09,9
MT4720,1,85,115,99.4,15.8,5,184,13.1,3380,,3415.37,4.64,9
MT4158,1,84,114,101.6,15.6,7,184,13.6,3871,,3889,5.28,9
MT4171,1,84,114,111,16.4,5,184,11.8,4220,,4327.95,5.88,9
MT4276,1,90,120,115.2,18.2,5,184,12.3,3635,,3706.85,5.04,9
MT4650,1,84,114,106.2,16.4,5,184,11.6,3156,,3244.07,4.41,9
MT4648,1,87,117,118.6,17,5,184,13.3,3237,,3263.35,4.43,9
MT4196,1,86,116,120.4,21.8,5,184,12.8,2641,,2677.85,3.64,9
MT4149,1,85,115,119.2,17.4,7,184,13.2,2604,,2628.22,3.57,9
MT4546,1,89,119,125.6,19.8,5,184,13.9,3377,,3380.93,4.59,9
MT4232,1,87,117,119,16.8,7,184,14.6,4787,,4753.6,6.46,9
MT4809,1,89,119,110.8,16,5,184,14.9,3735,,3695.91,5.02,9
MT4138,1,85,115,127,15.6,5,184,12.8,2937,,2977.98,4.05,9
MT4041,1,83,113,102,20.2,5,184,12.5,4499,,4577.47,6.22,9
MT4901,1,76,106,80.6,25,7,184,11.9,4390,,4497.2,6.11,9
MT4194,1,86,116,113.6,18.8,3,184,12.6,3687,,3747.02,5.09,9
MT4284,1,84,114,105.2,19.8,5,184,12.3,3750,,3824.13,5.2,9
MT4604,1,83,113,112,17.4,5,184,13.6,3622,,3638.85,4.94,9
MT4152,1,84,114,109.4,17.6,5,184,13.2,3969,,4005.92,5.44,9
MT4706,1,82,112,103.8,18.8,7,184,12.3,3418,,3485.57,4.74,9
MT4902,1,81,111,101.4,22.4,5,184,10.9,3635,,3766.03,5.12,9
MT4019,1,85,115,101,17.2,3,184,13.6,2962,,2975.78,4.04,9
MT4279,1,86,116,97.8,18.8,3,184,13.3,3706,,3736.17,5.08,9
MT4248,1,85,115,105.8,16.2,3,184,12.6,3937,,4001.09,5.44,9
MT4209,1,82,112,112.6,15.4,5,184,12.8,3432,,3479.89,4.73,9
MT4297,1,88,118,109.2,19.8,5,184,13.6,3910,,3928.19,5.34,9
MT4268,1,87,117,120.4,16.6,5,184,12.6,3046,,3095.59,4.21,9
MT4110,1,83,113,112.4,20.6,5,184,12.5,3394,,3453.2,4.69,9
MT4547,1,81,111,105.4,21,7,184,12,4281,,4380.56,5.95,9
MT4087,1,83,113,93.2,23.6,7,184,12.4,3786,,3856.44,5.24,9
MT4188,1,86,116,106.2,17,5,184,13,3214,,3251.37,4.42,9
MT4026,1,81,111,101.4,17,3,184,12.3,3416,,3483.53,4.73,9
MT4205,1,87,117,95.6,16.2,,184,11.9,3053,,3127.55,4.25,9
MT4284,1,83,113,93.2,20.8,,184,11.3,3983,,4108.05,5.58,9
MT4756,1,87,117,93.2,14.2,,184,14.1,3607,,3602.81,4.9,9
MT4019,1,84,114,91,18.2,,184,14.5,4708,,4680.63,6.36,9
MT4075,1,87,117,107.6,15.8,,184,14.3,2070,,2062.78,2.8,9
MT4640,1,82,112,91.4,20.6,,184,12.6,3794,,3855.76,5.24,9
MT4737,1,87,117,89.2,14,,184,15.6,4792,,4702.85,6.39,9
MT4008,1,83,113,92,16.6,,184,14.4,3548,,3531.5,4.8,9
MT4088,1,84,114,88.6,21.4,,184,12.8,3365,,3411.95,4.64,9
MT4324,1,87,117,95,17.8,,184,15.5,3675,,3610.9,4.91,9
MT4901,1,76,106,72.8,20.2,,184,11.7,3963,,4068.99,5.53,9
MT4554,1,84,114,93.6,16.8,,184,12.6,4332,,4402.52,5.98,9
MT4257,1,88,118,101.8,17,,184,14.9,3749,,3709.77,5.04,9
MT4634,1,84,114,96.8,14.6,,184,11.3,4220,,4352.49,5.91,9
MT4547,1,83,113,91,20.6,,184,11.6,3500,,3597.67,4.89,9
MT4234,1,93,123,112,14,,184,14.7,4046,,4013.07,5.45,9
MT4196,1,84,114,107.2,15.4,,184,13.4,3418,,3441.85,4.68,9
MT4179,1,85,115,101,14.6,,184,11.5,4133,,4253.15,5.78,9
MT4066,1,87,117,96.6,13.6,,184,15,3866,,3821.05,5.19,9
MT4154,1,89,119,100.8,15,,184,14.6,3874,,3846.97,5.23,9
MT4220,1,87,117,104.4,19.6,,184,12.6,4387,,4458.42,6.06,9
MT4148,1,83,113,97.2,21.2,,184,12.4,4451,,4533.81,6.16,9
MT4650,1,82,112,97.4,16.2,,184,11.8,4242,,4350.52,5.91,9
MT4209,1,81,111,103.2,13.4,,184,13,3930,,3975.7,5.4,9
MT4004,1,84,114,92.2,15.6,,184,12.2,4132,,4218.48,5.73,9
MT4161,1,88,118,119.8,17.4,,184,15.7,3489,,3420.03,4.65,9
MT4320,1,88,118,115.6,16.4,,184,14,3723,,3723,5.06,9
MT4217,1,87,117,102.2,17.8,,184,13.1,4053,,4095.42,5.56,9
MT4226,1,87,117,106.4,19.4,,184,15.2,4101,,4043.78,5.49,9
MT4194,1,85,115,109.6,17.4,,184,13.6,3268,,3283.2,4.46,9
MT4049,1,81,111,100,19.4,5,184,12.9,2039,,2065.08,2.81,9
MT4110,1,84,114,107.4,19.2,,184,11.2,3358,,3467.33,4.71,9
MT4285,1,88,118,105.6,21,,184,15.2,3130,,3086.33,4.19,9
MT4138,1,86,116,114.8,16.4,5,184,13.4,3077,,3098.47,4.21,9
MT4180,1,86,116,104.2,20.8,,184,12.6,2784,,2829.32,3.84,9
MT4706,1,84,114,98.4,21,,184,11.8,3697,,3791.57,5.15,9
MT4538,1,85,115,95.4,20.4,,184,11.8,3779,,3875.67,5.27,9
MT4779,1,85,115,108,16.4,,184,11.9,4190,,4292.31,5.83,9
MT4038,1,84,114,107.2,16.4,5,184,11.3,3918,,4041.01,5.49,9
MT4546,1,84,114,114.6,23.2,,184,13.5,3173,,3191.45,4.34,9
MT4146,1,90,120,117.2,20.6,,184,13.3,3472,,3500.26,4.76,9
MT4018,1,87,117,94.8,21.8,,184,13.3,4130,,4163.62,5.66,9
MT4105,1,83,113,110.2,19.2,3,184,11.6,3723,,3826.9,5.2,9
MT4195,1,84,114,105.8,20,3,184,13.4,3962,,3989.64,5.42,9
MT4622,1,85,115,108.2,15,,184,13.1,4135,,4178.27,5.68,9
MT4567,1,84,114,96.8,20,,184,11.7,3855,,3958.1,5.38,9
MT4087,1,83,113,91.6,21.6,,184,12.3,4232,,4315.66,5.86,9
MT4158,1,86,116,106.6,19.4,,184,13.1,4157,,4200.5,5.71,9
MT4639,1,82,112,101.4,19,,184,12.8,3568,,3617.79,4.92,9
MT4095,1,83,113,96.4,20.6,,184,12.5,3661,,3724.85,5.06,9
MT4237,1,85,115,104,22.4,,,,,,,0,9
MT4904,1,87,117,99,23.6,,184,15.3,3341,,3290.5,4.47,9
MT4241,1,89,119,98.6,21.6,,184,15.5,3966,,3896.83,5.29,9
MT4556,1,81,111,95,20,,184,12.8,2989,,3030.71,4.12,9
MT4152,1,84,114,102,17.2,,184,11.7,2941,,3019.65,4.1,9
MT4232,1,87,117,113.4,15.2,,184,12.4,3576,,3642.53,4.95,9
MT4094,1,90,120,101,14.4,,184,12.3,2618,,2669.75,3.63,9
MT4276,1,89,119,108.8,19,,184,12.4,3876,,3948.11,5.36,9
MT4748,1,83,113,90.8,18.8,,184,11.5,3993,,4109.08,5.58,9
MT4268,1,87,117,112,19.8,,184,13,2864,,2897.3,3.94,9
MT4566,1,93,123,99.2,18.8,,184,14.8,3800,,3764.65,5.12,9
MT4188,1,87,117,102.8,21.2,,184,11.8,3277,,3360.83,4.57,9
MT4213,1,87,117,102.2,16.4,,184,13.7,3146,,3156.97,4.29,9
MT4150,1,87,117,106.4,12.2,,184,13,3905,,3950.41,5.37,9
MT4036,1,81,111,101.4,16,3,184,11.3,4021,,4147.24,5.63,9
MT4543,1,84,114,97.2,15.4,,184,11.5,3394,,3492.66,4.75,9
MT4201,1,86,116,97,20.2,,184,11.8,1848,,1895.27,2.58,9
MT4149,1,87,117,106.2,15.6,,184,13.5,3160,,3178.37,4.32,9
MT4054,1,84,114,94.6,21.4,,184,12.3,4509,,4598.13,6.25,9
MT4017,1,87,117,90.8,15.4,,184,15.4,3652,,3592.55,4.88,9
MT4553,1,86,116,121,14.8,7,184,12.8,3031,,3073.29,4.18,9
MT4809,1,92,122,102,14,,184,14.4,3303,,3287.64,4.47,9
MT4248,1,87,117,91.8,21,,184,11.7,3406,,3497.09,4.75,9
MT4050,1,84,114,101.2,22,,184,12,4420,,4522.79,6.15,9
MT4712,1,85,115,103,25.6,,184,12.5,4108,,4179.65,5.68,9
MT5211,1,79,109,98.8,20,,184,10.8,3753,,3892.65,5.29,9
MT4243,1,87,117,104.6,23.8,,184,13.2,4213,,4252.19,5.78,9
MT4133,1,85,115,110.4,25.8,,184,13,3600,,3641.86,4.95,9
MT4297,1,89,119,104.2,22.2,,184,13.5,3916,,3938.77,5.35,9
MT4280,1,87,117,99,15.6,,184,15.2,3794,,3741.06,5.08,9
MT4206,1,88,118,98.2,24,,184,15.4,4737,,4659.89,6.33,9
MT4289,1,90,120,110.4,23,,184,12.9,3461,,3505.27,4.76,9
MT4041,1,83,113,98,16.8,5,184,12.4,3929,,4002.1,5.44,9
MT4249,1,86,116,100,17.2,,184,13.2,3295,,3325.65,4.52,9
MT4536,1,84,114,95.4,20.2,,184,11.8,3791,,3887.98,5.28,9
MT4722,1,89,119,104,19.4,,184,15.4,3704,,3643.7,4.95,9
MT4648,1,87,117,109.2,17.6,,184,14,4216,,4216,5.73,9
